1000011,43962.95,2022-11-22 17:26:18
1000012,55963.07,2022-04-28 15:15:43
1000013,144874.87,2022-11-12 11:27:48
1000014,118481.38,2023-03-03 13:53:45
1000015,111531.63,2024-10-22 05:25:29
1000016,147185.96,2024-12-08 03:40:21
1000017,177346.11,2025-06-17 07:48:27
1000018,77405.45,2025-02-26 17:23:40
1000019,110693.22,2024-12-04 01:36:09
1000020,38815.61,2024-04-21 13:36:02
1000021,25754.46,2024-05-09 13:46:19
1000022,77474.44,2023-04-22 05:04:12
1000023,55068.12,2022-07-02 01:30:05
1000024,135472.02,2023-10-10 21:00:27
1000025,72774.11,2023-07-01 23:55:43
1000026,81785.76,2024-11-29 15:35:58
1000027,58622.38,2024-03-12 14:00:19
1000028,117526.22,2024-04-08 06:24:59
1000029,96408.62,2025-02-15 21:30:34
1000030,100044.53,2024-04-21 23:25:49
1000031,76427.31,2023-12-15 06:21:05
1000032,56618.43,2022-05-12 20:57:33
1000033,129438.35,2025-02-09 06:23:49
1000034,167180.92,2024-05-03 18:13:19
1000035,63208.95,2024-01-01 17:15:24
1000036,39603.26,2024-11-07 01:24:05
1000037,146662.26,2024-02-22 02:25:44
1000038,92960.12,2022-01-27 08:21:09
1000039,85111.31,2023-07-04 23:43:46
1000040,83627.45,2022-06-28 02:01:59
1000041,95288.94,2024-09-15 22:10:52
1000042,105669.99,2022-12-10 01:03:13
1000043,36697.83,2022-07-24 17:04:09
1000044,113384.04,2023-06-04 02:44:22
1000045,84515.05,2024-12-10 13:51:12
1000046,39082.45,2025-05-24 09:33:58
1000047,115134.38,2024-01-19 18:13:11
1000048,66469.56,2023-02-09 18:57:46
1000049,69738.17,2022-11-26 21:53:22
1000050,97801.61,2024-12-08 11:41:32
1000051,81161.71,2024-07-14 15:56:59
1000052,45969.73,2023-11-26 07:08:01
1000053,115632.43,2022-06-29 14:14:43
1000054,152021.77,2022-07-09 02:13:48
1000055,124571.77,2025-02-25 11:00:03
1000056,169211.51,2023-12-28 14:19:09
1000057,164880.19,2023-02-17 09:37:28
1000058,118200.9,2023-10-24 03:22:56
1000059,194276.48,2024-05-24 20:49:09
1000060,87810.99,2025-03-20 21:55:43
1000061,64467.61,2024-08-23 15:13:10
1000062,134863.58,2025-01-04 09:40:38
1000063,37628.84,2024-02-05 22:19:43
1000064,106988.23,2025-07-03 20:30:33
1000065,153283.11,2022-07-20 14:52:23
1000066,129858.44,2022-02-10 23:58:04
1000067,32442.65,2023-03-31 05:29:29
1000068,98119.17,2022-10-18 00:38:44
1000069,116167.88,2024-01-31 06:40:07
1000070,43872.17,2024-12-10 18:05:05
1000071,92079.31,2025-06-23 14:19:53
1000072,60731.9,2022-12-30 15:36:56
1000073,113176.2,2025-02-08 17:09:21
1000074,145524.28,2025-01-09 12:30:04
1000075,164122.96,2023-12-29 07:57:26
1000076,116416.33,2022-03-25 21:12:49
1000077,131898.88,2024-12-09 00:33:02
1000078,42471.18,2023-05-25 21:13:32
1000079,53288.46,2024-03-22 16:14:14
1000080,185934.18,2025-01-23 15:32:48
1000081,40483.01,2023-02-04 21:43:09
1000082,111361.53,2024-12-16 01:10:04
1000083,107234.23,2025-03-27 19:37:25
1000084,50923.38,2022-07-04 04:43:59
1000085,165134.73,2022-04-22 23:45:19
1000086,85812.88,2023-12-30 20:58:48
1000087,43716.27,2022-10-25 22:24:26
1000088,43914.02,2023-07-02 18:56:43
1000089,45633.8,2024-06-18 11:49:30
1000090,108242.63,2022-07-19 05:40:24
1000091,55453.58,2023-08-02 06:53:55
1000092,107353.55,2023-07-18 09:39:57
1000093,136831.82,2024-06-20 11:00:36
1000094,148026.86,2025-06-04 08:14:41
1000095,172441.58,2023-01-17 07:58:34
1000096,67699.72,2022-03-21 04:46:30
1000097,81742.15,2022-10-13 07:03:53
1000098,114161.63,2024-04-22 12:27:45
1000099,139407.44,2024-01-24 04:59:36
1000100,80825.4,2023-08-02 11:35:43
1000101,139991.95,2022-03-04 08:40:03
1000102,43185.87,2023-12-23 02:20:33
1000103,81766.14,2023-10-24 22:02:50
1000104,153572.19,2024-04-15 14:58:20
1000105,145987.35,2023-12-19 00:53:41
1000106,100692.5,2024-08-22 00:50:15
1000107,22270.53,2023-01-06 15:26:33
1000108,183233.62,2024-03-11 22:29:57
1000109,12036.0,2024-11-22 03:53:20
1000110,87424.5,2022-01-05 05:59:42
1000111,78434.79,2022-06-29 11:13:02
1000112,109294.76,2023-08-11 20:58:36
1000113,84289.57,2023-01-04 16:21:48
1000114,114753.85,2023-01-08 19:36:19
1000115,96894.03,2025-03-27 05:21:08
1000116,72644.08,2025-05-21 10:45:06
1000117,50376.22,2024-05-28 09:39:06
1000118,150895.12,2024-12-04 21:18:44
1000119,157590.78,2025-05-07 22:06:29
1000120,141686.51,2022-02-24 10:24:45
1000121,100640.36,2022-09-25 05:43:27
1000122,64129.6,2024-12-04 11:22:25
1000123,90152.13,2023-02-26 12:59:08
1000124,158506.94,2024-08-30 23:40:54
1000125,148833.14,2023-01-09 09:44:38
1000126,151206.46,2023-10-04 15:22:35
1000127,116839.04,2023-11-09 00:59:06
1000128,72497.86,2025-05-23 07:29:21
1000129,66036.02,2024-04-20 08:47:04
1000130,91350.31,2025-01-23 03:45:20
1000131,52888.46,2025-04-09 17:37:01
1000132,61141.27,2022-06-02 19:11:57
1000133,74025.17,2025-04-07 10:19:05
1000134,65885.59,2022-02-15 14:11:56
1000135,67737.45,2022-04-12 13:12:48
1000136,81825.57,2023-04-06 18:13:51
1000137,25632.77,2022-07-06 20:04:50
1000138,90105.47,2022-05-15 17:40:13
1000139,69902.41,2024-04-26 22:13:06
1000140,175968.76,2023-08-30 12:39:08
1000141,117650.59,2023-04-14 10:33:03
1000142,63484.26,2022-03-30 13:28:15
1000143,95054.58,2023-07-12 20:20:47
1000144,103099.83,2024-10-01 14:14:28
1000145,86570.97,2024-07-02 04:25:15
1000146,86287.07,2025-04-09 18:52:20
1000147,94324.08,2025-02-21 10:00:56
1000148,142168.8,2023-10-13 20:26:39
1000149,80751.42,2024-07-02 17:58:26
1000150,96377.88,2023-04-05 06:32:06
1000151,96721.29,2023-01-13 07:55:46
1000152,119095.65,2023-01-04 20:14:06
1000153,72119.46,2023-08-23 06:15:23
1000154,97038.77,2022-03-21 21:22:57
1000155,65546.24,2024-07-18 18:39:12
1000156,74777.83,2025-04-08 11:53:05
1000157,151141.39,2025-05-25 22:40:12
1000158,195940.09,2023-10-05 00:23:24
1000159,95241.91,2022-01-09 14:08:43
1000160,106420.02,2023-07-02 02:57:17
1000161,27830.38,2024-06-27 04:26:25
1000162,80762.81,2024-05-26 01:52:32
1000163,101034.77,2023-02-09 21:23:47
1000164,127431.58,2022-09-13 05:11:47
1000165,140276.29,2022-05-24 20:42:43
1000166,99325.51,2023-02-21 08:43:38
1000167,144469.25,2022-02-11 03:37:04
1000168,49210.71,2023-05-21 16:09:56
1000169,61340.85,2022-05-07 20:10:02
1000170,122346.79,2022-07-28 19:23:40
1000171,54009.94,2023-07-10 21:56:11
1000172,118830.79,2024-01-01 13:56:00
